Age,Gender,Weight (kg),Daily Water Intake (liters),Physical Activity Level,Weather,Hydration Level
38,Female,96,4.22,Moderate,Hot,Good
44,Female,83,2.72,High,Cold,Good
68,Male,86,2.28,Low,Normal,Poor
21,Male,103,3.29,Low,Normal,Good
50,Male,97,3.13,Low,Hot,Good
41,Male,49,2.14,High,Normal,Good
59,Female,104,2.66,Low,Normal,Poor
34,Male,99,3.37,Low,Normal,Good
22,Male,86,3.59,Moderate,Hot,Good
24,Female,99,4.29,Moderate,Hot,Good
32,Female,49,2.88,Moderate,Hot,Good
47,Male,97,3.41,Moderate,Normal,Good
47,Male,105,4.24,High,Normal,Good
21,Male,99,4.64,High,Hot,Good
24,Male,86,2.76,Low,Normal,Good
46,Female,79,1.87,Low,Normal,Poor
47,Male,73,3.41,High,Hot,Good
20,Male,101,3.74,Moderate,Hot,Good
39,Female,71,3.77,Moderate,Hot,Good
27,Female,93,4.19,High,Hot,Good
44,Male,80,3.53,High,Normal,Good
27,Male,98,2.54,Low,Cold,Poor
27,Female,82,3.86,High,Normal,Good
43,Male,48,2.48,High,Cold,Good
38,Male,80,2.87,Low,Normal,Good
48,Female,88,3.61,High,Cold,Good
35,Female,57,2.24,Moderate,Cold,Good
22,Female,83,2.24,Low,Normal,Poor
63,Male,77,2.62,High,Cold,Good
42,Male,83,3.52,High,Normal,Good
45,Female,88,3.16,Low,Hot,Good
68,Male,89,3.05,Moderate,Cold,Good
67,Male,71,1.92,Moderate,Cold,Poor
43,Male,83,2.41,Low,Normal,Poor
44,Female,90,3.28,Moderate,Normal,Good
39,Male,104,3.05,Moderate,Cold,Poor
26,Male,73,3.12,High,Cold,Good
27,Male,78,2.61,Low,Normal,Good
63,Female,48,2.37,Moderate,Hot,Good
63,Female,63,1.98,Low,Normal,Good
32,Male,64,3.2,High,Hot,Good
55,Female,99,3.44,High,Cold,Good
53,Male,102,3.38,Low,Hot,Good
48,Female,53,3.08,High,Hot,Good
43,Male,104,3.15,Moderate,Normal,Good
58,Female,102,2.86,Moderate,Normal,Poor
69,Female,58,1.5,Low,Cold,Poor
22,Female,76,2.24,Moderate,Cold,Poor
53,Female,59,3.51,High,Hot,Good
22,Male,59,2.27,Moderate,Normal,Good
41,Male,79,3.37,Low,Hot,Good
37,Female,90,3.11,Moderate,Cold,Good
53,Female,92,3.05,High,Normal,Good
46,Female,98,3.49,Moderate,Normal,Good
53,Male,96,3.25,High,Cold,Good
52,Female,106,3.88,High,Normal,Good
41,Male,52,2.6,Low,Hot,Good
56,Male,62,2.33,Moderate,Hot,Good
35,Male,45,2.54,High,Cold,Good
43,Male,96,3.96,Moderate,Hot,Good
55,Female,85,3.48,High,Normal,Good
29,Male,57,2.53,Low,Hot,Good
36,Female,92,2.37,Low,Cold,Poor
45,Male,63,3.24,High,Normal,Good
39,Female,92,3.52,Moderate,Hot,Good
36,Female,91,4.39,High,Hot,Good
65,Male,64,1.5,Low,Cold,Poor
59,Female,93,2.45,Moderate,Cold,Poor
21,Female,71,2.18,Low,Cold,Good
40,Female,59,2.11,Low,Normal,Good
43,Female,51,2.95,Moderate,Hot,Good
30,Male,64,2.55,Moderate,Cold,Good
67,Female,96,2.79,High,Cold,Poor
68,Female,71,1.5,Low,Cold,Poor
33,Male,103,3.17,Moderate,Cold,Good
34,Male,57,2.41,Moderate,Cold,Good
22,Female,71,3.77,Moderate,Hot,Good
61,Male,74,2.72,Moderate,Normal,Good
53,Female,60,2.19,High,Normal,Good
43,Female,61,3.29,High,Normal,Good
62,Female,100,3.2,High,Cold,Good
26,Female,61,3.64,High,Hot,Good
39,Male,82,3.18,High,Normal,Good
25,Male,88,4.6,High,Hot,Good
49,Male,80,2.18,Low,Cold,Poor
42,Female,86,3.03,Moderate,Cold,Good
30,Female,100,2.76,Moderate,Cold,Poor
68,Female,94,3.71,Moderate,Hot,Good
69,Male,77,3.62,High,Hot,Good
65,Female,102,3.27,High,Normal,Good
55,Male,47,2.31,High,Hot,Good
19,Male,67,3.12,Moderate,Hot,Good
64,Female,54,2.16,Moderate,Hot,Good
69,Male,100,3.18,Low,Normal,Good
39,Female,74,2.63,Low,Normal,Good
22,Male,97,3.77,Moderate,Hot,Good
40,Male,54,1.91,High,Cold,Good
50,Male,106,3.64,Low,Hot,Good
24,Female,71,3.29,Low,Hot,Good
28,Female,101,3.91,Moderate,Normal,Good
46,Female,58,2.03,Low,Hot,Good
42,Female,54,3.6,High,Hot,Good
57,Female,93,3.25,High,Normal,Good
31,Male,74,3.23,Moderate,Hot,Good
45,Male,58,1.5,Low,Cold,Poor
66,Male,62,1.69,Low,Normal,Poor
49,Female,72,2.91,High,Cold,Good
49,Female,69,3.18,High,Cold,Good
50,Female,74,1.89,Low,Normal,Poor
42,Male,52,1.5,Low,Cold,Poor
54,Female,45,1.5,Low,Cold,Good
64,Female,102,3.61,Low,Hot,Good
40,Female,52,2.35,Moderate,Normal,Good
20,Female,102,3.8,Moderate,Normal,Good
69,Male,93,2.31,Low,Cold,Poor
26,Male,90,2.66,Moderate,Cold,Poor
28,Female,73,3.82,Moderate,Hot,Good
55,Female,73,1.5,Low,Cold,Poor
48,Male,70,1.87,Low,Cold,Poor
28,Female,78,3.46,Moderate,Hot,Good
65,Female,71,2.43,High,Normal,Good
57,Male,75,2.46,Moderate,Cold,Good
51,Female,68,3.72,High,Hot,Good
21,Female,67,2.49,Moderate,Normal,Good
44,Female,60,2.01,Moderate,Cold,Good
26,Female,49,1.57,Moderate,Cold,Good
35,Female,79,2.2,Low,Normal,Poor
40,Female,90,3.7,High,Normal,Good
68,Female,68,2.07,High,Cold,Good
55,Male,92,3.8,High,Hot,Good
67,Female,92,2.52,Low,Normal,Poor
22,Male,55,1.5,Low,Normal,Poor
44,Female,51,1.68,Moderate,Cold,Good
20,Female,99,3.28,Low,Normal,Good
29,Male,71,2.46,High,Cold,Good
50,Male,99,2.73,Moderate,Cold,Poor
66,Female,59,2.27,High,Cold,Good
18,Male,47,3.43,High,Hot,Good
61,Male,49,1.5,Low,Normal,Good
60,Female,74,2.33,Moderate,Normal,Good
37,Male,71,1.89,Moderate,Cold,Poor
52,Male,107,3.8,High,Cold,Good
48,Male,63,2.37,High,Cold,Good
46,Female,106,4.15,Moderate,Hot,Good
54,Male,52,1.73,Low,Normal,Good
45,Male,61,3.2,High,Hot,Good
32,Female,74,3.11,Moderate,Hot,Good
23,Male,56,3.15,Moderate,Hot,Good
56,Female,80,2.34,Moderate,Cold,Poor
59,Female,107,2.44,Low,Cold,Poor
35,Female,75,2.68,Low,Normal,Good
56,Male,49,1.5,Moderate,Cold,Good
34,Male,48,1.63,Moderate,Normal,Good
41,Female,83,2.88,Moderate,Cold,Good
55,Male,98,2.83,Low,Normal,Poor
43,Female,96,4.14,Moderate,Hot,Good
56,Female,66,3.36,High,Hot,Good
64,Female,83,3.21,Low,Hot,Good
44,Male,93,4.24,High,Normal,Good
29,Female,57,2.66,Low,Hot,Good
48,Male,55,2.64,Low,Hot,Good
58,Male,87,2.24,Low,Cold,Poor
19,Female,105,4.5,High,Hot,Good
54,Male,93,3.59,High,Cold,Good
46,Male,50,2.94,High,Hot,Good
40,Female,70,2.65,Low,Hot,Good
50,Female,64,2.03,Moderate,Normal,Good
49,Male,96,3.78,Low,Hot,Good
36,Male,45,1.88,High,Cold,Good
39,Male,94,3.26,Moderate,Cold,Good
27,Female,70,3.44,Moderate,Hot,Good
59,Male,106,3.74,High,Cold,Good
40,Female,78,3.0,Moderate,Normal,Good
44,Male,52,1.5,Low,Cold,Poor
64,Female,70,2.06,Low,Hot,Poor
63,Male,70,2.1,Low,Hot,Good
22,Male,91,3.44,Moderate,Hot,Good
52,Male,74,1.5,Low,Cold,Poor
41,Female,74,2.2,Moderate,Cold,Poor
20,Male,76,2.02,Moderate,Cold,Poor
68,Male,94,2.83,High,Cold,Good
63,Male,79,2.46,High,Cold,Good
32,Female,95,3.09,High,Cold,Good
51,Male,69,2.54,Moderate,Hot,Good
36,Male,87,2.42,Moderate,Cold,Poor
30,Male,90,4.33,Moderate,Hot,Good
32,Male,97,3.33,Low,Hot,Good
19,Female,84,2.12,Low,Cold,Poor
22,Female,78,3.22,High,Normal,Good
59,Male,48,1.5,Low,Cold,Good
23,Male,71,3.33,High,Normal,Good
57,Female,71,1.6,Moderate,Cold,Poor
40,Male,108,4.09,Low,Hot,Good
51,Female,73,1.5,Low,Cold,Poor
68,Male,71,2.98,High,Cold,Good
54,Female,78,2.42,High,Cold,Good
53,Female,50,1.79,Low,Hot,Good
26,Male,66,2.44,Moderate,Cold,Good
28,Male,100,2.93,Low,Cold,Poor
48,Male,102,4.06,Low,Hot,Good
34,Male,74,4.1,High,Hot,Good
25,Female,81,2.49,Low,Normal,Good
23,Male,45,1.5,Moderate,Cold,Good
24,Female,108,3.91,High,Cold,Good
22,Female,95,3.71,Moderate,Normal,Good
46,Male,90,2.65,Moderate,Cold,Poor
63,Female,103,2.27,Low,Cold,Poor
21,Female,96,3.25,Moderate,Cold,Good
63,Female,62,2.01,Low,Hot,Good
40,Female,69,2.86,High,Normal,Good
21,Female,62,1.5,Low,Cold,Poor
61,Female,74,2.36,Moderate,Cold,Good
55,Male,51,1.53,Moderate,Normal,Good
27,Male,81,2.89,Low,Hot,Good
53,Female,87,3.14,Moderate,Normal,Good
24,Female,57,2.63,Moderate,Hot,Good
40,Female,107,4.25,High,Normal,Good
42,Male,57,1.7,Moderate,Cold,Poor
43,Female,56,1.9,Moderate,Cold,Good
35,Male,106,3.98,Low,Hot,Good
34,Male,104,4.09,High,Normal,Good
57,Female,59,1.88,High,Cold,Good
34,Male,53,1.99,Low,Hot,Good
47,Female,80,2.7,Low,Normal,Good
42,Female,64,2.51,Low,Hot,Good
52,Female,45,1.5,Low,Normal,Good
22,Female,84,3.08,Low,Hot,Good
51,Male,68,2.24,Moderate,Normal,Good
22,Female,57,2.8,Moderate,Hot,Good
54,Female,76,2.77,High,Cold,Good
49,Male,101,2.84,Moderate,Cold,Poor
60,Female,82,2.99,High,Normal,Good
43,Male,46,2.72,High,Hot,Good
60,Female,107,3.42,Moderate,Normal,Good
65,Female,49,1.5,Low,Normal,Good
52,Male,60,1.5,Low,Cold,Poor
60,Male,95,3.18,High,Cold,Good
35,Male,103,4.55,High,Normal,Good
30,Male,70,2.63,High,Normal,Good
40,Female,56,1.58,Low,Cold,Poor
32,Male,109,3.1,Low,Normal,Poor
64,Female,52,2.05,High,Cold,Good
34,Male,71,2.97,High,Cold,Good
44,Female,100,2.24,Low,Cold,Poor
51,Female,91,2.24,Moderate,Cold,Poor
48,Female,60,2.11,Moderate,Cold,Good
43,Male,73,2.29,Moderate,Cold,Good
56,Male,88,2.57,High,Cold,Poor
62,Female,46,1.68,Low,Hot,Good
32,Male,102,3.8,High,Normal,Good
69,Female,99,4.12,High,Hot,Good
25,Male,84,3.33,Moderate,Normal,Good
60,Female,57,1.5,Low,Normal,Poor
65,Female,81,1.78,Low,Cold,Poor
31,Female,109,2.62,Low,Cold,Poor
68,Female,66,1.91,Low,Hot,Poor
25,Male,108,3.56,Low,Normal,Good
64,Male,65,1.95,Moderate,Cold,Good
57,Male,89,3.51,High,Normal,Good
49,Female,96,3.21,Moderate,Cold,Good
54,Male,62,1.92,Moderate,Cold,Good
60,Male,109,3.59,High,Normal,Good
38,Female,73,2.32,Moderate,Cold,Good
24,Female,49,2.26,Moderate,Hot,Good
22,Female,64,1.93,Low,Normal,Good
34,Male,48,1.64,Low,Hot,Good
51,Male,84,2.17,Low,Normal,Poor
39,Female,58,1.69,Low,Cold,Poor
20,Male,90,3.31,Low,Hot,Good
67,Female,56,1.5,Moderate,Cold,Poor
69,Male,102,3.51,Moderate,Normal,Good
18,Female,99,3.25,Moderate,Normal,Good
57,Female,78,2.27,Low,Normal,Poor
35,Female,56,3.57,High,Hot,Good
27,Female,58,2.4,High,Normal,Good
57,Male,74,3.12,High,Normal,Good
63,Female,96,2.16,Low,Cold,Poor
51,Female,66,3.47,High,Hot,Good
29,Female,99,3.46,Moderate,Normal,Good
39,Male,82,3.6,Low,Hot,Good
19,Male,89,3.6,High,Cold,Good
61,Male,109,2.97,Low,Normal,Poor
58,Male,49,1.5,Moderate,Normal,Good
53,Female,61,1.5,Moderate,Cold,Poor
69,Male,64,2.52,Low,Hot,Good
19,Male,89,2.77,Moderate,Cold,Good
41,Female,99,2.91,Low,Cold,Poor
19,Male,90,4.37,Moderate,Hot,Good
18,Female,57,1.69,Moderate,Cold,Poor
34,Female,103,2.95,Low,Cold,Poor
60,Female,47,1.5,High,Cold,Good
23,Male,93,4.4,Moderate,Hot,Good
54,Female,79,2.6,Low,Hot,Good
24,Male,94,2.55,Moderate,Cold,Poor
27,Male,63,2.09,Moderate,Cold,Good
50,Female,53,2.61,Moderate,Hot,Good
32,Male,62,2.29,Moderate,Cold,Good
24,Male,73,3.75,Moderate,Hot,Good
69,Female,105,3.78,Moderate,Normal,Good
67,Male,100,2.83,Moderate,Normal,Poor
32,Female,64,3.1,High,Cold,Good
45,Female,60,2.64,Low,Hot,Good
42,Male,101,3.64,Moderate,Cold,Good
28,Male,53,1.71,Moderate,Cold,Good
58,Male,109,4.04,High,Cold,Good
27,Male,63,3.87,High,Hot,Good
54,Female,74,3.25,High,Hot,Good
41,Male,66,2.91,Moderate,Normal,Good
56,Female,64,2.23,Moderate,Cold,Good
22,Male,86,2.35,Low,Cold,Poor
51,Female,54,2.09,High,Normal,Good
30,Male,92,4.83,High,Hot,Good
52,Female,96,3.24,Moderate,Normal,Good
69,Female,91,2.54,Moderate,Normal,Poor
54,Female,67,2.11,High,Cold,Good
52,Male,76,1.85,Low,Normal,Poor
61,Female,60,2.71,High,Hot,Good
20,Male,98,4.02,Moderate,Hot,Good
50,Female,52,3.0,Moderate,Hot,Good
41,Male,97,3.21,Low,Hot,Good
54,Male,56,1.68,Moderate,Normal,Good
21,Female,75,1.85,Low,Normal,Poor
55,Male,81,2.91,High,Normal,Good
31,Male,68,2.25,Low,Normal,Good
60,Male,81,2.94,High,Cold,Good
49,Male,58,3.16,High,Hot,Good
41,Male,54,1.5,Low,Normal,Poor
33,Female,83,3.48,Low,Hot,Good
42,Female,51,1.64,Moderate,Normal,Good
64,Male,47,1.77,Moderate,Normal,Good
24,Female,103,4.25,High,Normal,Good
49,Female,61,3.75,High,Hot,Good
42,Male,65,3.23,High,Normal,Good
37,Female,93,3.14,Moderate,Cold,Good
43,Male,76,3.59,High,Normal,Good
65,Female,88,2.72,Low,Hot,Good
34,Female,62,3.31,High,Normal,Good
35,Male,89,3.84,Moderate,Hot,Good
43,Male,47,2.65,High,Normal,Good
52,Female,84,2.83,High,Cold,Good
37,Female,59,2.49,High,Normal,Good
56,Male,84,3.57,High,Hot,Good
49,Male,77,1.94,Low,Cold,Poor
49,Female,87,3.8,Low,Hot,Good
51,Female,93,1.73,Low,Cold,Poor
49,Male,53,1.5,Low,Cold,Poor
55,Male,62,3.22,Moderate,Hot,Good
32,Female,51,1.7,Low,Cold,Good
53,Male,60,2.38,Low,Hot,Good
45,Male,61,1.91,Moderate,Cold,Good
53,Female,102,4.12,Moderate,Hot,Good
58,Female,96,4.44,High,Hot,Good
59,Male,68,2.43,Moderate,Cold,Good
22,Male,76,2.75,Moderate,Normal,Good
28,Female,71,2.91,Low,Hot,Good
40,Male,78,2.89,High,Normal,Good
18,Male,76,2.58,Low,Hot,Good
35,Female,51,1.56,Moderate,Normal,Good
23,Male,58,3.38,High,Hot,Good
61,Male,90,1.9,Low,Normal,Poor
58,Male,46,1.86,Low,Hot,Good
43,Female,56,2.5,High,Normal,Good
30,Male,91,3.05,Moderate,Cold,Good
69,Female,63,2.31,High,Cold,Good
68,Female,52,1.97,High,Normal,Good
40,Female,75,2.59,High,Cold,Good
19,Male,55,1.5,Low,Cold,Poor
39,Male,63,3.95,High,Hot,Good
55,Male,73,1.79,Low,Normal,Poor
41,Male,52,3.37,High,Hot,Good
24,Female,80,3.08,Moderate,Normal,Good
30,Male,90,3.48,Low,Hot,Good
48,Male,67,3.75,High,Hot,Good
67,Female,90,3.01,Moderate,Normal,Good
27,Female,64,4.05,High,Hot,Good
20,Female,74,2.37,Low,Normal,Good
23,Female,79,3.04,Low,Hot,Good
52,Male,101,3.3,Moderate,Normal,Good
27,Male,73,2.82,Low,Hot,Good
24,Male,68,2.67,Moderate,Normal,Good
56,Female,69,1.84,Low,Normal,Poor
51,Female,97,2.45,Low,Normal,Poor
68,Female,97,2.98,High,Cold,Good
24,Female,107,3.77,Moderate,Normal,Good
28,Female,53,3.25,Moderate,Hot,Good
54,Female,109,4.24,High,Normal,Good
46,Female,70,2.59,Moderate,Normal,Good
20,Male,103,3.14,Moderate,Cold,Good
34,Female,79,2.97,Moderate,Normal,Good
62,Female,88,2.88,High,Normal,Good
65,Male,106,2.54,Low,Normal,Poor
67,Male,45,1.95,Moderate,Normal,Good
29,Female,84,4.28,High,Hot,Good
41,Male,64,2.53,High,Normal,Good
38,Male,53,2.37,Moderate,Normal,Good
47,Female,98,4.63,Moderate,Hot,Good
61,Female,87,4.38,High,Hot,Good
58,Female,92,2.83,Low,Hot,Good
39,Male,61,1.59,Moderate,Cold,Poor
23,Female,108,3.36,Moderate,Cold,Good
24,Male,48,1.5,Low,Cold,Good
45,Male,82,2.65,Moderate,Normal,Good
64,Female,69,1.86,Low,Normal,Poor
32,Male,84,2.79,Low,Hot,Good
68,Female,84,3.54,High,Hot,Good
54,Female,61,1.63,Low,Cold,Poor
62,Male,85,2.83,High,Cold,Good
59,Female,75,3.23,High,Normal,Good
46,Female,82,3.09,High,Cold,Good
57,Male,74,1.5,Low,Cold,Poor
55,Female,99,3.59,Moderate,Normal,Good
27,Male,76,2.87,Moderate,Cold,Good
46,Female,89,3.29,High,Normal,Good
37,Female,109,4.56,High,Hot,Good
43,Male,67,2.93,High,Normal,Good
43,Male,106,4.2,High,Cold,Good
43,Female,49,2.83,Moderate,Hot,Good
52,Female,60,1.59,Low,Normal,Poor
31,Male,69,2.27,Low,Hot,Good
53,Female,62,1.65,Low,Normal,Poor
19,Male,70,2.9,High,Cold,Good
30,Male,57,1.96,Low,Normal,Good
39,Male,71,2.93,High,Cold,Good
55,Male,58,2.24,High,Cold,Good
29,Female,99,3.63,High,Normal,Good
42,Female,89,3.21,High,Normal,Good
33,Male,67,3.1,Low,Hot,Good
34,Male,96,3.03,Moderate,Cold,Good
37,Male,83,2.45,Low,Normal,Poor
51,Female,98,3.27,Moderate,Normal,Good
47,Male,109,4.42,Moderate,Hot,Good
58,Female,107,3.76,High,Normal,Good
65,Female,89,3.23,High,Cold,Good
19,Male,78,2.87,Low,Hot,Good
23,Female,60,1.5,Low,Cold,Poor
69,Male,71,2.11,High,Cold,Poor
52,Female,93,3.56,High,Normal,Good
54,Female,69,2.29,Moderate,Normal,Good
68,Male,85,1.78,Low,Cold,Poor
58,Female,58,2.04,High,Cold,Good
19,Male,92,3.88,High,Cold,Good
29,Female,45,1.94,Low,Hot,Good
26,Female,78,2.64,Low,Normal,Good
65,Female,90,2.92,High,Normal,Good
36,Female,72,1.9,Moderate,Cold,Poor
68,Male,66,2.93,High,Normal,Good
18,Male,80,3.46,Low,Hot,Good
46,Female,109,3.72,High,Cold,Good
21,Female,94,2.18,Low,Cold,Poor
42,Male,88,2.88,High,Cold,Good
48,Female,87,2.37,Low,Cold,Poor
33,Male,86,3.08,Moderate,Normal,Good
67,Female,50,1.5,Low,Cold,Good
34,Male,101,3.3,Moderate,Cold,Good
69,Female,78,2.67,Moderate,Normal,Good
68,Female,64,2.66,Moderate,Hot,Good
68,Female,97,3.2,Moderate,Normal,Good
21,Male,62,2.12,Low,Hot,Good
52,Female,74,2.9,Moderate,Normal,Good
35,Male,65,2.16,Low,Normal,Good
22,Female,85,2.76,Low,Normal,Good
47,Male,100,4.49,High,Hot,Good
31,Male,65,2.1,Low,Normal,Good
43,Female,69,2.12,Low,Cold,Good
48,Male,97,3.27,Moderate,Cold,Good
65,Male,48,1.92,Moderate,Hot,Good
48,Female,73,3.99,High,Hot,Good
20,Female,97,3.98,High,Cold,Good
52,Male,56,1.5,Moderate,Normal,Poor
65,Female,82,3.69,High,Hot,Good
36,Female,53,2.05,Moderate,Cold,Good
20,Female,74,2.64,Low,Normal,Good
41,Female,97,2.59,Low,Normal,Poor
21,Male,101,2.72,Low,Cold,Poor
45,Male,60,1.93,Low,Cold,Good
65,Female,69,2.26,High,Cold,Good
57,Female,47,1.54,Low,Normal,Good
58,Female,55,1.5,Moderate,Cold,Poor
44,Female,68,1.5,Low,Cold,Poor
47,Male,109,4.28,High,Cold,Good
25,Male,78,3.15,Low,Hot,Good
21,Male,73,2.38,Moderate,Normal,Good
28,Male,52,2.45,Moderate,Hot,Good
50,Female,52,2.98,High,Hot,Good
43,Male,70,3.39,High,Hot,Good
44,Female,73,2.64,High,Cold,Good
26,Male,49,1.64,Low,Normal,Good
45,Female,89,3.2,High,Cold,Good
32,Male,80,2.88,Low,Hot,Good
68,Female,89,3.64,High,Hot,Good
58,Male,109,3.03,Moderate,Normal,Poor
62,Female,105,2.47,Low,Cold,Poor
49,Male,74,3.33,Moderate,Hot,Good
37,Female,74,3.91,High,Hot,Good
54,Female,103,3.02,Low,Normal,Poor
20,Female,75,3.21,Low,Hot,Good
27,Female,82,3.6,Moderate,Hot,Good
46,Male,69,2.94,Low,Hot,Good
68,Male,89,2.96,High,Cold,Good
35,Female,96,2.4,Low,Normal,Poor
30,Female,87,4.19,Moderate,Hot,Good
59,Male,65,1.91,Low,Hot,Poor
46,Male,97,3.88,Low,Hot,Good
22,Male,53,2.86,High,Normal,Good
27,Male,90,3.64,High,Cold,Good
45,Male,74,2.57,High,Cold,Good
68,Male,82,2.8,Low,Hot,Good
63,Female,76,4.03,High,Hot,Good
18,Male,101,2.96,Moderate,Cold,Poor
37,Female,86,2.01,Low,Cold,Poor
25,Male,78,3.54,Moderate,Hot,Good
60,Female,87,3.95,Moderate,Hot,Good
64,Female,63,1.61,Moderate,Cold,Poor
69,Female,47,1.5,Moderate,Normal,Good
49,Female,92,3.22,Moderate,Cold,Good
47,Female,72,3.07,High,Normal,Good
68,Male,77,3.54,High,Hot,Good
35,Female,70,3.01,Moderate,Hot,Good
61,Female,87,3.11,Low,Hot,Good
35,Female,57,1.53,Low,Cold,Poor
31,Female,61,2.79,Moderate,Hot,Good
30,Female,50,1.5,Low,Normal,Good
47,Male,81,2.88,High,Cold,Good
63,Male,48,2.2,High,Normal,Good
34,Female,86,4.24,High,Hot,Good
68,Female,61,2.16,Moderate,Normal,Good
47,Female,87,2.46,Low,Cold,Poor
26,Female,90,3.76,High,Normal,Good
31,Male,64,2.69,Moderate,Hot,Good
34,Male,76,3.06,Low,Hot,Good
47,Female,93,3.09,Low,Normal,Good
44,Male,90,4.78,High,Hot,Good
43,Male,58,2.09,High,Cold,Good
38,Male,59,2.58,High,Normal,Good
68,Male,98,4.65,High,Hot,Good
28,Female,72,3.63,Moderate,Hot,Good
45,Female,70,1.77,Low,Normal,Poor
49,Male,92,3.52,High,Normal,Good
23,Male,105,3.45,Moderate,Cold,Good
58,Female,89,2.96,High,Normal,Good
18,Female,57,2.17,Moderate,Normal,Good
34,Male,92,3.54,Moderate,Normal,Good
66,Male,102,4.24,High,Hot,Good
61,Male,105,4.37,High,Hot,Good
56,Female,102,3.37,Moderate,Cold,Good
48,Male,47,2.19,Low,Hot,Good
23,Female,55,2.26,High,Cold,Good
65,Female,87,3.21,High,Cold,Good
46,Female,86,2.64,Moderate,Normal,Good
20,Male,65,3.32,High,Normal,Good
58,Female,97,4.04,Moderate,Hot,Good
54,Male,82,1.88,Moderate,Cold,Poor
41,Female,82,2.95,Moderate,Cold,Good
46,Male,89,2.71,Low,Cold,Good
65,Male,106,3.85,Moderate,Normal,Good
43,Female,105,3.85,Low,Hot,Good
35,Female,53,1.5,Low,Cold,Poor
60,Male,46,1.5,Moderate,Normal,Good
60,Female,62,1.83,High,Cold,Poor
48,Female,58,2.94,Low,Hot,Good
50,Male,88,3.44,Low,Hot,Good
52,Female,46,2.01,Moderate,Normal,Good
53,Male,99,4.11,High,Normal,Good
22,Female,84,3.74,High,Normal,Good
57,Female,72,3.14,High,Hot,Good
24,Male,82,3.29,Moderate,Hot,Good
68,Male,89,2.23,Low,Cold,Poor
49,Male,45,2.13,Moderate,Normal,Good
21,Female,51,1.85,High,Cold,Good
28,Female,74,3.46,High,Hot,Good
56,Male,99,4.16,High,Hot,Good
63,Female,70,2.25,Moderate,Cold,Good
26,Male,59,2.51,High,Normal,Good
33,Female,69,2.68,High,Normal,Good
30,Male,90,3.37,Moderate,Normal,Good
31,Female,67,3.19,High,Normal,Good
30,Female,71,3.79,High,Hot,Good
47,Male,48,2.26,High,Normal,Good
31,Male,55,1.77,Low,Cold,Good
58,Female,47,1.5,Low,Cold,Good
26,Female,45,2.5,Low,Hot,Good
25,Female,90,2.67,Low,Cold,Poor
55,Male,85,3.47,High,Hot,Good
33,Female,106,3.14,Low,Normal,Poor
31,Female,103,3.49,Moderate,Cold,Good
37,Female,49,1.52,Low,Cold,Good
64,Male,54,1.5,Moderate,Normal,Poor
45,Male,89,2.82,Low,Cold,Good
30,Female,67,1.91,Moderate,Cold,Poor
29,Male,91,3.83,High,Cold,Good
37,Female,58,1.77,Low,Cold,Good
66,Female,60,2.36,Low,Hot,Good
30,Female,109,3.68,High,Cold,Good
35,Male,87,2.8,Moderate,Cold,Good
62,Male,51,2.91,Moderate,Hot,Good
52,Female,48,1.84,Low,Hot,Good
37,Female,79,2.23,Moderate,Cold,Poor
38,Female,89,3.51,High,Cold,Good
39,Male,92,3.71,Moderate,Normal,Good
53,Male,86,3.52,High,Hot,Good
49,Male,57,2.18,Low,Normal,Good
30,Female,98,3.36,High,Cold,Good
33,Female,85,2.62,Moderate,Cold,Good
38,Female,60,3.22,Moderate,Hot,Good
60,Male,109,3.36,High,Cold,Good
64,Male,103,3.25,High,Cold,Good
32,Female,55,2.56,Low,Hot,Good
61,Male,60,3.45,High,Hot,Good
18,Male,92,2.99,Low,Normal,Good
28,Female,77,2.93,Moderate,Normal,Good
68,Male,84,3.18,Moderate,Normal,Good
39,Female,82,2.58,Low,Normal,Good
22,Male,66,3.57,Moderate,Hot,Good
61,Female,66,2.28,Low,Hot,Good
44,Female,99,3.41,Moderate,Cold,Good
34,Male,47,2.95,Moderate,Hot,Good
42,Female,106,3.8,High,Normal,Good
57,Male,53,2.67,Moderate,Hot,Good
20,Female,77,3.56,High,Hot,Good
29,Male,76,2.59,Moderate,Cold,Good
21,Female,61,1.61,Low,Normal,Poor
36,Male,48,1.5,Low,Normal,Good
39,Male,86,3.44,High,Cold,Good
28,Male,97,3.16,Low,Normal,Good
46,Female,64,2.54,High,Cold,Good
51,Female,56,1.5,Low,Cold,Poor
23,Male,63,3.31,High,Normal,Good
30,Female,47,1.64,High,Cold,Good
65,Female,89,2.98,Moderate,Normal,Good
49,Female,45,2.13,Moderate,Normal,Good
32,Male,94,4.3,Moderate,Hot,Good
32,Male,103,4.49,High,Hot,Good
54,Female,65,2.89,Moderate,Hot,Good
40,Male,62,2.54,High,Cold,Good
65,Male,70,3.63,High,Hot,Good
62,Male,80,2.39,Low,Hot,Poor
28,Male,71,2.43,Low,Normal,Good
23,Female,55,2.18,Low,Hot,Good
35,Female,101,4.04,High,Cold,Good
58,Male,58,3.12,Moderate,Hot,Good
33,Female,70,2.47,Low,Hot,Good
23,Female,97,3.12,Low,Hot,Good
57,Female,100,2.01,Low,Cold,Poor
64,Male,49,1.5,Low,Normal,Good
34,Male,77,3.51,Moderate,Hot,Good
60,Female,59,3.03,High,Hot,Good
40,Male,50,2.49,High,Cold,Good
